ID,gender,name
8253993,undefined,Paros (Island) 599868
8253992,undefined,River Thermodon() 857352
8253991,undefined,Mount Olympos (Home of the Olympian Gods) 491677
8253990,undefined,Abdera() 501323
8253997,undefined,Thasos (Island) 501635
8253996,undefined,Ainos() 501337
8253995,undefined,Themiscyra (Land of the Amazons) 857350
8253994,undefined,"Heracleia (On coast of Black Sea, 'Heraclea Pontica') 844944"
8182172,female,"Anaxibia (daughter of Bias, wife of Pelias)"
8182173,female,"Anaxibia (daughter of Cratieus, wife of Nestor)"
8182170,male,"Amythaon (son of Cretheus, father of Bias and Melampous)"
8182171,male,Anactor (son of Electryon)
8182176,male,"Ancaios (Calydonian boar hunter, Argonaut)"
8182177,female,Anchinoe (daughter of Nile)
8182174,female,Anaxibia (Danaid)
8182175,female,"Anaxo (daughter of Alcaios, wife of Electryon)"
8182178,male,Anchios (Centaur)
8182179,male,Anchises (son of Capys)
8195642,male,Talaimenes (father of Mesthles and Antiphos)
8253952,undefined,Phoenicia() 678334
9358829,undefined,Ogygia (Island)
8190319,undefined,the Cattle of Geryones()
8189367,undefined,The Turtle of Sceiron (Sceiron's pet)
8182086,female,Aiolia (daughter of Amythaon)
8182087,male,"Aiolos (king of the island of Aiolia, controls the winds)"
8182084,male,Aineias (son of Aphrodite and Anchises)
8182082,female,Aigleis (daughter of Hyacinthos)
8182080,male,Aigisthos (son of Thyestes)
8182081,female,Aigle (one of the Hesperides)
8182088,male,Aiolos (eponym of the Aiolians)
8182089,male,Aipytos (son of Cresphontes)
8188596,male,"Iphiclos (Argonaut, son of Thestios)"
8188597,male,Iphidamas (suitor of Penelope)
8188594,female,Iphianassa (daughter of Proitos)
8188595,male,"Iphiclos (Argonaut, son of Phylacos)"
8188592,female,Ione (Nereid)
8188593,female,Iphianassa (mother of Aitolos)
8188590,female,Iole (daughter of Eurytos)
8188591,male,Ion (eponym of the Ionians)
8189865,male,Nebrophonos (son of Jason and Hypsipyle)
8189864,female,Neaira (wife of Strymon)
8189867,female,Nelo (Danaid)
8189866,male,"Neleus (son of Poseidon and Tyro, father of Nestor)"
8189861,female,Nausithoe (Nereid)
8189860,male,Nausimedon (son of Nauplios)
8188598,female,Iphigeneia (daughter of Agamemnon)
8188599,male,Iphimachus (takes care of Philoctetes on Lemnos)
8254011,undefined,River Echedoros() 491584
9055247,undefined,Pytho (alternative name of Delphi) 540726
8254010,undefined,Mount Atlas ('in the land of the Hyperboreans')
8254017,undefined,Oichalia()
8188444,male,Gorgythion (son of Priam)
8188445,male,Gouneus (Greek leader at Troy)
8188446,male,Gouneus (father of Laonome)
8188447,male,Gration (Giant)
8188440,female,Gorgophone (daughter of Perseus)
8188441,female,Gorgophone (Danaid)
8188442,male,Gorgophonos (son of Electryon)
8188443,female,Gorgyra (mother of Ascalaphos)
8188448,undefined,the Underworld()
8188449,male,Hagios (suitor of Penelope)
8254016,undefined,Troizen() 570756
8190168,undefined,the War-Belt of Hippolyte()
8190169,undefined,the Winds Anemoi (children of Eos and Astraios)
8190162,male,Tyndareos (king of Sparta)
8190160,male,Tros (son of Euphemos)
8190161,male,Tydeus (one of the Seven against Thebes)
8190166,female,Tyro (daughter of Salmoneus)
8190167,undefined,the Wandering Rocks Planctai()
8190164,male,Tyrannos (son of Pterelaos)
8190165,female,Tyria (mother of some sons of Aigyptos)
8190086,male,Tereus (son of Ares)
8189887,female,Niobe (daughter of Phoroneus)
8189886,male,Nile Nilus (river god)
8189885,female,Nike (daughter of Thespios)
8189884,female,Nike (personification of victory)
8189883,male,Nicostratos (son of Menelaos)
8189882,male,Nicomachos (suitor of Penelope)
8189881,male,Nicodromos (son of Heracles)
8189880,female,Nicippe (daughter of Thespios)
8189989,female,Scylla (sea monster)
8189889,male,Nireus (Greek leader at Troy)
8189888,female,"Niobe (daughter of Tantalus, wife of Amphion)"
8190081,male,Telmios (suitor of Penelope)
8190080,male,Teleutagoras (son of Heracles)
8188053,male,Clymenos (son of Oineus)
8188052,male,"Clymenos (Minyan, father of Erginos)"
8188051,female,Clymene (daughter of Catreus)
8188050,female,Clymene (daughter of Minyas)
8188057,male,Clytios (son of Laomedon)
8188056,male,Clytios (giant)
8188055,female,Clytaimnestra Clytaemnestra (wife of Agamemnon)
8188054,male,Clymenos (suitor of Penelope)
8188059,female,Clytippe (daughter of Thespios)
8188058,male,Clytios (suitor of Penelope)
8190082,male,Temenos (son of Aristomachos)
8190050,undefined,the Greek contingent at Troy()
8187858,male,Astylochos (suitor of Penelope)
8187859,male,Astynoos (son of Phaethon)
8187856,female,Astydameia (daughter of Amyntor)
8187857,male,Astygonos (son of Priam)
8187854,female,Astydameia (wife of Acastos)
8187855,female,Astydameia (daughter of Pelops)
8187852,female,Astybia (daughter of Thespios)
8187853,female,Astycrateia (daughter of Niobe)
8187850,male,Astyanax (son of Hector)
8187851,male,Astyanax (son of Heracles)
8190184,female,Nephele (mother of Phrixos and Helle)
8190185,female,Nephele (mother of Centauros)
8190180,male,Zethos (son of Zeus and Antiope)
8190181,female,Zeuxippe (wife of Pandion)
8190182,male,Oidipous (son of Laios and Iocaste)
8190183,undefined,the Palladion (statue protecting Troy)
8190239,undefined,the Boeotian contingent at Troy()
8190234,female,Antiope (an Amazon)
8190232,female,the Amazons()
8188279,male,Erythrios (son of Athamas)
8188278,male,Erythras (son of Heracles)
8188273,female,Eriphyle (wife of Amphiaraos)
8188272,female,the Erinyes the Eumenides (Furies)
8188271,female,Erigone (daughter of Aigisthos)
8188270,female,Erigone (daughter of Icarios)
8188277,female,Erytheia (one of the Hesperides)
8188276,male,Erysichthon (son of Cerops)
8188275,male,the Erymanthian Boar (boar captured by Heracles)
8188274,female,Eris (personification of strife and discord)
8254013,undefined,Thermydrai ('the harbour of the Lindians')
8189098,male,Palaimon (son of Heracles)
8189099,male,Palamedes (son of Nauplios)
8254012,undefined,River Eridanos() 393469
8189094,male,Oxylos (son of Ares)
8189095,male,Oxyporos (son of Pygmalion)
8189096,male,Palaimon (divine name of Melicertes)
8189097,male,Palaimon (Argonaut)
8189090,male,Otreus (father of Placia)
8189091,male,Oudaios (one of the Spartoi)
8189092,female,Ourania Urania (Muse)
8189093,male,Oxylos (son of Andraimon)
8188307,male,Eumaios (slave of Odysseus)
8188306,female,Eulimene (Nereid)
8188305,male,Euippos (son of Thestios)
8188304,female,"Euippe (Danaid, daughter of Polyxo)"
8188303,female,"Euippe (Danaid, daughter of an Ethiopian woman)"
8188302,male,Eueres (son of Pterelaos)
8188301,male,Eueres (son of Heracles)
8188300,male,Eueres (father of Teiresias)
8189256,male,Phorcys (son of Aretaon)
8189257,male,Phoroneus (son of Inachos)
8189254,female,the Phorcides (daughters of Phorcos)
8189255,male,Phorcos (early god)
8189252,male,Phorbas (father of Augeias)
8189253,male,Phorbos (father of Pronoe)
8189250,male,"Phoinix Phoenix (son of Agenor, eponym of Phoenicia)"
8188308,male,Eumedes (son of Heracles)
8190240,undefined,the Locrian contingent at Troy()
8254015,undefined,Tainaron() 570702
8190247,undefined,the Mycenae contingent at Troy()
8254014,undefined,Mount Caucasus() 863766
8189948,male,Ptolemaios (suitor of Penelope)
8190246,undefined,the Argos contingent at Troy()
8189949,male,Ptoos (son of Athamas)
8190245,undefined,the Salamis contingent at Troy()
8190244,undefined,the Athenian contingent at Troy()
8254019,undefined,Lydia() 550701
8254018,undefined,Amyclai() 438675
8253988,undefined,Stymphalos() 570696
8253989,undefined,Opous() 540986
8253980,undefined,Mount Pholoe() 570607
8253981,undefined,Malea() 570454
8253982,undefined,Mount Pelion() 541021
8253983,undefined,Cape Malea() 570455
8253984,undefined,River Euenos() 540780
8253985,undefined,River Alpheios() 570067
8253986,undefined,River Peneios() 570579
8253987,undefined,Olenos() 570528
8189941,female,Proto (Nereid)
8182189,female,Andromeda (wife of Perseus)
8182188,female,Andromache (daughter of Eetion)
8182187,male,Androgeos (son of Minor)
8182186,male,Andrastos (father of Eurydice)
8182185,male,Andrastos (son of Merops)
8182184,male,Andrastos (one of the Seven against Thebes)
8182183,male,Andraimon (father of Oxylos)
8182182,male,Andraimon (suitor of Penelope)
8182181,male,Andraimon (father of Thoas)
8182180,male,Ancyor (son of Lycaon)
8190322,undefined,the Horn of Amaltheia()
8194724,undefined,the Eidolon of Helen()
8194720,undefined,Ithaca() 530906
8190323,undefined,the Love Potion of Nessos()
8194729,male,Helios Sol (God of the Sun)
8189878,male,Nestor (Greek leader at Troy)
8189879,female,Nicippe (daughter of Pelops)
8189872,male,Nephalion (son of Minos)
8189873,male,Nephos (son of Heracles)
8189870,female,Neomeris (Nereid)
8189871,male,"Neoptolemos (later name for Pyrrhos, son of Achilles)"
8189876,female,Nesaia (Nereid)
8189877,male,Nessos (Centaur)
8189874,female,the Nereids (daughters of Nereus)
8189875,male,"Nereus (son of Pontos and Ge, father of the Nereids)"
8358903,undefined,River Styx (river in underworld)
8195109,undefined,the Walls of Troy()
8195108,undefined,the Citadel of Troy()
8195107,undefined,the Beach of Troy()
8195106,undefined,The Plain of Troy()
8195105,undefined,the Tomb of Ilos (at Troy)
8195104,undefined,River Scamandros() 550871
8195103,undefined,the Ford of the Scamandros()
8188471,female,Helle (daughter of Athamas)
8188470,male,Hellanicos (suitor of Penelope)
8188473,female,Hemithea (daughter of Cycnos)
8188472,male,Hellen (eponym of the Hellenes)
8188475,female,Hephaistine (mother of some sons of Aigyptos)
8188474,male,Heosphoros Hesperus (father of Ceyx)
8188477,undefined,the Heracleidai the Heracleidae (sons and descendants of Heracles)
8188476,male,Hephaistos Vulcan (Olympian god)
8188479,male,Heraieus (son of Lycaon)
8188478,male,Heracles Hercules (greatest Greek hero)
8190328,undefined,the Necklace of Harmonia()
8189656,male,Laomedon (father of Priam)
8189657,male,Laomedon (son of Heracles)
8189655,male,Laomedes (suitor of Penelope)
9372774,undefined,River Anauros() 540634
8189658,male,Laomedon (suitor of Penelope)
8189659,male,Laomenes (son of Heracles)
9372772,undefined,Serpent (Guardian of the Golden Fleece at Colchis)
8189894,male,Nomion (father of Nastes and Amphimachos)
8189895,female,Nycteis (daughter of Nycteus)
8189896,male,Nycteus (son of Chthonios)
8189897,male,Nyctimos (son of Lycaon)
8189890,male,Nireus (son of Poseidon)
8189891,male,Nisas (suitor of Penelope)
8189892,male,Nisos (son of Pandion)
8189893,male,Nissaios (suitor of Penelope)
8189898,female,the Oceanids (daughters of Oceanos and Tethys)
8189899,female,Ocypete (Harpy)
8190329,undefined,the Robe of Harmonia()
8187919,male,Branchos (father of Cercyon)
8187918,female,Braisia (daughter of Pygmalion)
8187917,male,Boutes Butes (son of Pandion)
8187916,male,Boutes Butes (Argonaut)
8187915,male,Bousiris (son of Aigyptos)
8187914,male,Bousiris (king of Egypt)
8187913,male,Bouleus (son of Heracles)
8187912,male,Boucolos (son of Hippocoon)
8187911,male,Boucolos (son of Heracles)
8187910,male,Boucolion (son of Laomedon)
8188040,male,Cleolaos (son of Heracles)
8188041,female,Cleopatra (wife of Phineus)
8188042,female,Cleopatra (wife of Meleagros)
8188043,female,Cleopatra (daughter of Tros)
8188044,female,"Cleopatra (Danaid, daughter of Hamadryad nymph)"
8188045,female,Cleopatra (Locrian virgin sent to Troy)
8188046,female,Cleophyle (wife of Lycourgos)
8188047,female,Clonia (nymph)
8188048,male,Clonios (son of Priam)
8188049,female,Clotho (one of the Moirai)
9055278,undefined,Chios() 550497
8254469,undefined,the Tomb of the Dog (Tomb of Hecabe)
9358820,undefined,the Promontory of Charybdis()
8187829,female,Artemis Diana (Olympian god)
8187828,male,Arsinoos (father of Chromios and Ennomos)
8187823,male,Aristomachos (son of Talaos)
8187822,male,Aristomachos (one of the Heracleidai)
8187821,female,Aristodemos (one of the Heracleidai)
8187820,female,Aristodeme (daughter of Priam)
8187827,female,Arsinoe (daughter of Phegeus)
8187826,female,Arsinoe (daughter of Leucippos)
8187825,male,Arneos (father of Megamede)
8187824,male,Aristratos (suitor of Penelope)
9374890,undefined,Cios() 511385
8188316,male,Eumolpos (a fluteplayer)
8188317,male,Eumon (son of Lycaon)
8240715,undefined,the Destruction of the Temple of Athena Lindia (c. 342BC?)
8240713,undefined,Sanctuary of Athena (at Lindos)
8240712,undefined,Lindos (city on Rhodes) 589913
8190249,undefined,the Pylos contingent at Troy()
8190248,undefined,the Lacedaemon contingent at Troy()
8189319,male,Polyneices (son of Oidipous)
8189318,female,Polymnia (Muse)
8189317,female,Polymele (daughter of Peleus)
8189316,female,Polymede (mother of Jason)
8189315,male,Polymedon (son of Priam)
8189314,male,Polylaos (son of Heracles)
8189313,male,Polyidos (suitor of Penelope)
8189312,male,"Polyidos (son of Coiranos, seer)"
8189311,male,Polygonos (son of Proteus)
8189310,male,Polydoros (suitor of Penelope)
8188268,male,Erichthonios (son of Hephaistos)
8188269,male,Erichthonios (son of Tros)
8188260,male,Erasippos (son of Heracles)
8188261,female,Erato (Danaid)
8188262,female,Erato (Nereid)
8188263,female,Erato (Muse)
8188264,female,Erato (daughter of Thespios)
8188265,male,Erechtheus (son of Pandion)
8188266,male,Erginos (king of the Minyans)
8188267,male,Erginos (Argonaut)
8194532,undefined,Sicyon() 507668
8194536,undefined,Aitolia() 540591
8188314,female,Eumolpe (Nereid)
8188315,male,Eumolpos Eumolpus (Heracles' host in Eleusis)
8189229,female,Pherousa Pherusa (Nereid)
8189228,male,Pheroites (suitor of Penelope)
8188310,male,Eumelos (son of Admetos)
8188311,male,Eumelos (father of Dolon)
8188312,male,Eumelos (suitor of Penelope)
8188313,male,Eumetes (son of Lycaon)
8189223,male,Pheidippos (son of Thessalos)
8189222,male,Phegeus (king of Psophis)
8189221,male,Phassos (son of Lycaon)
8189220,female,Phartis (Danaid)
8188318,male,Euneos (son of Jason)
8189226,male,Pheres (son of Cretheus)
8189225,male,Phereclos (builds ships for Alexander)
8189224,male,Pheneus (son of Melas)
8189137,female,Peisidice (daughter of Nestor)
8189136,female,Peisidice (daughter of Aiolos)
8189135,male,Peisenor (suitor of Penelope)
8189134,male,Peisandros (suitor of Penelope)
8189133,male,Peirithous (Calydonian Boar hunter)
8189132,female,Peirene (Danaid)
8189131,male,Peiren (brother of Bellerophontes)
8189130,male,Peiren (father of Io)
8189139,female,Peisinoe (one of the Sirens)
8189138,female,Peisidice (daughter of Pelias)
8182198,female,Antheia (daughter of Thespios)
8182199,female,Antheis (daughter of Hyacinthos)
8182194,male,Antaios (son of Poseidon)
8182195,female,"Anteia (daughter of Iobates, wife of Proitos)"
8182196,male,Antenor (prominent Trojan)
8182197,male,Antenor (suitor of Penelope)
8182190,male,Andromedes (suitor of Penelope)
8182191,male,Anicetos (son of Heracles and Hebe)
8182192,male,Anios (son of Apollo)
8182193,male,Anogon (son of Castor)
8194711,undefined,Sidon() 678393
8194710,undefined,"Troy Ilion, Pergamon() 570595"
8194712,undefined,Cyprus() 707498
8194714,undefined,Egypt() 981503
8228885,undefined,Cos() 599581
8228889,undefined,Phylace (Thessaly) 541053
8189341,male,Portheus (son of Lycaon)
8195667,undefined,the First Armour of Achilles (later worn by Patroclos)
8190298,undefined,the Skin of the Calydonian Boar()
8190299,undefined,the Golden Ram (sacrificed at Colchis; source of the Golden Fleece)
8189793,female,Meliboia (daughter of Oceanos)
8189792,female,Meliboia (daughter of Niobe)
8189791,female,Melia (wife of Inachos)
8189790,male,"Meleagros Meleager (led Calydonian Boar hunt, Argonaut)"
8189797,female,Melpomene (Muse)
8189796,female,Melite (Nereid)
8189795,female,Meline (daughter of Thespios)
8189794,male,"Melicertes (son of Athamas, becomes god Palaimon)"
8189799,female,Memphis (daughter of Nile)
8189798,male,Memnon (son of Eos and Tithonos)
8190294,undefined,the Torches of Hecate()
8195119,undefined,the Temple of Apollo (at Thymbra)
8190295,undefined,the Flayed Skin of Encelados()
9358799,undefined,Oresteion() 570536
8195110,undefined,Temple of Athena (at Troy)
8195111,undefined,Hot and cold springs (at Troy)
8195112,undefined,the Achaian Wall (at Troy)
8360018,undefined,the Pelasgians()
8188468,male,Helenos (suitor of Penelope)
8188469,male,Helix (son of Lycaon)
8188466,male,Heleios (son of Perseus)
8188467,male,Helenos (son of Priam)
8188464,female,Hecabe Hecuba (wife of Priam)
8188465,male,Hector (Trojan hero)
8188462,male,Harpalycos (son of Lycaon)
8188463,female,Hebe (personification of youth)
8188460,female,Harmonia (daughter of Ares and Aphrodite)
8188461,male,Harpaleus (son of Lycaon)
8190067,male,"Telamon (father of Aias, Calydonian Boar hunter, Argonaut)"
8195188,undefined,Caria (in Asia Minor) 599564
9358119,undefined,"Grove of Ares (at Colchis, where golden fleece is kept)"
8190066,male,Teiresias Tiresias (Theban seer)
8190056,male,Talthybios (Greek herald)
8190057,male,"Tantalos (father of Pelops and Niobe, punished in the underworld)"
8190054,male,Talos (nephew of Daidalos)
8190055,male,"Talaos (son of Bias, father of Adrastos)"
8187908,male,Boros (son of Perieres)
8187909,male,Boucolion (son of Lycaon)
8187904,female,Bithynis (nymph)
8187905,male,Blios (one of Actaion's dogs)
8187906,male,Boreas (wind god)
8187907,male,Bores (one of Actaion's dogs)
8187900,male,Bias (son of Amythaon)
8187901,male,Bias (son of Priam)
8187902,male,Bias (suitor of Penelope)
8187903,male,Bisaltes (father of Pylaimenes)
8188079,female,Cranaichme (daughter of Cranaos)
8188078,female,Cranae (daughter of Cranaos)
8188075,male,Cottos (Hundred-hander)
8188074,male,Corythos (his herders raise Telephos)
8188077,undefined,the Couretes Curetes (guard the infant Zeus)
8188076,undefined,the Couretes (a people of the Peloponnesos)
8188071,male,Coronos (father of Caineus)
8188070,female,"Coronis (daughter of Phylegyas, mother of Aslpios)"
8188073,male,the Corybantes (sons of Thaleia and Apollo)
8188072,male,Coronos (father of Leonteus)
8190064,male,Tebros (son of Hippocoon)
8254052,undefined,the Persian Wars (490 - 480 BC)
8190063,female,Taygete (daughter of Atlas)
9051553,undefined,the Tyrrhenian Sea() 1356
8187838,male,"Asopos Asopus (Sicyonian river god, father of Aegina)"
8187839,male,Assaracos (son of Tros)
9358818,undefined,the Promontory of Scylla()
8187830,male,Ascalaphos (son of Acheron)
8187831,male,Ascalaphos (son of Ares)
8187832,male,Ascanios (son of Priam)
8187833,male,Ascanios (son of Aretaon)
8187834,male,Asclepios Aesculapius (son of Apollo)
8187835,female,Asia (Oceanid)
8187836,male,"Asios (Trojan ally, son of Hyrtacos)"
8187837,female,Asopis (daughter of Thespios)
8190062,male,Tauros (son of Neleus)
8190061,undefined,Tartaros (place of punishment beneath the underworld)
8240702,undefined,the Silver Quiver from Troy dedicated by Meriones (dedicated at Lindos)
8240703,undefined,the Quiver of Pandaros (dedicated at Lindos)
8240700,undefined,Steering-Oars of Canopos (dedicated at Lindos)
8240701,male,Meriones (son of Molos)
8240706,undefined,the Vase of Adrastos (dedicated at Lindos)
8240707,undefined,the Statue of Heracles (dedicated at Lindos)
8240704,undefined,the Bow of Teucer (dedicated at Lindos)
8240705,male,Aigialeus (son of Adrastos)
8240708,undefined,the Krater of Daidalos (dedicated at Lindos)
8240709,male,Paltes (father of Adrastos)
8188255,male,Epilaos (son of Neleus)
8188254,female,Epilais (daughter of Thespios)
8188257,male,Epistrophos (son of Iphitos)
8188256,male,Epimetheus (son of Iapetos and Asia)
8189308,male,Polydoros (son of Priam)
8189309,male,Polydoros (son of Cadmos)
8188253,male,Epidauros (son of Argos)
8188252,female,Epicaste (wife of Oidipous)
8189304,male,Polyctor (son of Aigyptos)
8189305,male,"Polydectes (son of Magnes, king of Seriphos)"
8189306,male,"Polydeuces (one of the Dioscouroi, Calydonian Boar hunter, Argonaut)"
8189307,female,Polydora (daughter of Peleus)
8189300,male,"Polybos (king of Corinth, adoptive father of Oidipous)"
8189301,male,Polybos (suitor of Penelope)
8189302,male,Polybotes (giant)
8189303,female,Polycaste (daughter of Nestor)
8188097,male,Cretheus (son of Aiolos)
8188096,female,Crete (daughter of Deucalion)
8188095,female,Crete (daughter of Asterios)
8188093,male,the Cretan Bull (Heracles' seventh Labor)
8188092,male,Cresphontes (one of the Heracleidai)
8188091,female,Creousa (daughter of Priam)
8188090,female,Creousa (daughter of Erechtheus)
8188099,female,Crino (mother of some Danaids)
8188098,male,Criasos (son of Argos)
8194525,undefined,Camicos() 465929
8194522,undefined,Icarian Sea() 599668
8194528,female,the daughters of Cocolos()
8189238,female,Philonome (daughter of Tragasos)
8189239,female,Philyra (mother of Cheiron)
8188323,male,Euphemos (son of Troizenos)
8188322,male,Eupalamos (father of Daidalos)
8188325,male,Euphorbos (Trojan warrior)
8188324,male,"Euphemos (Argonaut, Calydonian boar hunter)"
8188327,male,Eupinytos (son of Niobe)
8188326,female,Euphrosyne (one of the Charites)
8189230,male,Philaimon (son of Priam)
8189231,male,Philammon (father of Thamyris)
8189232,male,Philoctetes (son of Poias)
8189233,male,Philodemos (suitor of Penelope)
8189234,male,Philoitios (slave of Odysseus)
8189235,male,Philolaos (son of Minos)
8189236,female,Philomela (daughter of Pandion)
8189237,female,Philonoe (wife of Bellerophontes)
8182219,female,Antiope (daughter of Thespios)
8182218,female,"Antiope (daughter of Nycteus, mother of Zethos and Amphion)"
8182217,male,Antiochos (son of Pterelaos)
8182216,male,Antiochos (son of Melas)
8182215,male,Antiochos (son of Heracles)
8182214,male,Antinoos (suitor of Penelope)
8182213,male,Antimachos (suitor of Penelope)
8182212,male,Antimachos (son of Heracles)
8182211,female,Antimache (daughter of Amphidamas)
8182210,male,Antilochos (son of Nestor)
9357002,undefined,Oinoe (city in Argolid) 570518
8228882,undefined,Syme() 599951
8190115,male,Thersites (son of Agrios)
8189124,female,Patro (daughter of Thespios)
8189125,male,Patroclos (son of Menoitios)
8189126,male,Patroclos (son of Heracles)
8189127,female,Pedias (daughter of Mynes)
8189120,female,"Pareia (nymph, mother of children by Minos)"
8189121,male,Parthenopaios (one of the Seven against Thebes)
8189122,female,Parthenope (daughter of Stymphalos)
8189123,female,"Pasiphae (wife of Minos, mother of Minotaur)"
8189128,male,Pegasos (winged horse)
8189129,male,Peiras (son of Argos)
8194368,undefined,Pelasgiotis() 570577
8228942,undefined,the second Mysia contingent at Troy()
8190069,male,Teleboas (son of Lycaon)
8228892,undefined,Pherai() 541044
8228896,undefined,Olizon (Cognate with Methone in Homeric) 540979
8228899,undefined,Ainiania() 540611
8194700,undefined,Mount Ida() 550592
8194361,undefined,Oceanos (Place)
8182037,male,Agaptolemos (son of Aigyptos)
8182036,male,Agapenor (son of Ancaios)
8182035,male,Agamemnon (commander of all Greek forces at Troy)
8182034,male,Aethlios (father of Endymion)
8182033,male,Aethalides (Argonaut)
8182032,female,"Aerope (daughter of Catreus, wife of Atreus)"
8182031,female,"Aello Nicothoe, Aellopous (Harpy)"
8182030,female,Adrasteia (Nurse of Zeus)
8182039,male,Agathon (son of Priam)
8182038,male,Agasthenes (father of Polyxenos)
8195613,undefined,Thrace (region of northern Greece) 501638
8195611,undefined,Dardanos (city in Troad) 501393
8195617,undefined,Cicones() 501468
8195615,undefined,Thrace (Trojan allies' homeland) 1001889
8195619,undefined,Paionia() 491680
8189780,male,Melampous (seer)
8189781,male,Melanion (husband of Atalante)
8189782,female,Melanippe (Amazon)
8189783,male,Melanippos (son of Astacos)
8189784,male,Melanippos (son of Priam)
8189785,male,Melanippos (son of Agrios)
8189786,male,Melanthios (slave of Odysseus)
8189787,male,Melas (son of Phrixos)
8189788,male,Melas (son of Porthaon)
8189789,male,Melas (son of Licymnios)
8194308,undefined,Sparta Lacedaemon() 570685
8195129,undefined,Phocaia() 550823
8195121,undefined,Thymbra() 550927
8195123,undefined,the Cattle of Aineias (taken by Achilles)
9358763,undefined,Carian Chersonesos() 599571
8195127,undefined,Lesbos() 550696
8188419,male,Zeus (Olympian god)
8188418,female,Tisiphone (Erinys)
8188413,undefined,the Sickle of Cronos()
8188412,undefined,the Milk of Amaltheia()
8188410,undefined,the Genitals of Ouranos()
8188417,female,Themis (Titan)
8188416,female,Theia (Titan)
8188414,undefined,the Stone of Cronos()
8254077,undefined,the Krater of Adrastos (dedicated at Lindos)
8188527,female,Hippothoe (Danaid)
8188526,male,"Hippotes (son of Phylas, one of the Heracleidai)"
8188525,male,Hippostratos (son of Amarynceus)
8188524,male,Hipponoos (son of Priam and Hecabe)
8188523,male,Hipponoos (father of Capaneus)
8188522,female,Hipponome (daughter of Menoiceus)
8188521,female,Hipponoe (Nereid)
8188520,male,Hippomenes (father of Megareus)
8188529,female,Hippothoe (Nereid)
8188528,female,Hippothoe (daughter of Pelias)
8187939,female,Calybe (nymph)
8187938,female,Callisto (daughter of Lycaon)
8190089,male,Teucros (son of Telamon)
8190088,male,Terpsicrates (son of Heracles)
8187931,female,Callidice (queen of the Thesprotians)
8187930,female,Caliadne (mother of some of Aigyptos' sons)
8187933,male,Callileon (son of Thyestes)
8187932,female,Callidice (Danaid)
8187935,female,Callirhoe (daughter of Acheloos)
8187934,female,Calliope (Muse)
8187937,female,Callirhoe (daughter of Scamandros)
8187936,female,Callirhoe (daughter of Oceanos)
8188068,male,Corethon (son of Lycaon)
8188069,male,Corinthos (father of Sylea)
8188062,male,Coios Polus (Titan)
8188063,male,Coiranos Coeranus (father of Polyidos)
8188060,female,Cnossia (nymph)
8188061,male,Cocalos (king of Camicos)
8188066,male,Cometes (son of Sthenelos)
8188067,male,Copreus (Eurystheus' herald)
8188064,female,Comaithos (daughter of Pterelaos)
8188065,male,Cometes (father of Asterios)
8360065,male,Asopos (Boeotian river god)
9356985,undefined,the Seven against Thebes()
9356987,undefined,the Defenders of Thebes against the Seven()
8253963,undefined,Attica() 579888
8187804,male,"Aigyptos Aegyptus (eponym of Egypt, father of fifty sons)"
8187807,female,Argele (daughter of Thespios)
8187806,male,Ainetos (son of Deion)
8187809,female,"Argiope (Nymph, mother of Thamyris)"
8187808,male,"Arges (Cyclops, son of Ouranos)"
9358801,undefined,Cape Sounion() 599943
8190265,undefined,the Argissa contingent at Troy()
8190264,undefined,the Ormenius contingent at Troy()
8190267,undefined,the Peneius contingent at Troy()
8190266,undefined,the Cyphus contingent at Troy()
8190261,undefined,the Pherae contingent at Troy()
8190260,undefined,the Phylace contingent at Troy()
8190263,undefined,the Tricca contingent at Troy()
8190262,undefined,the Methone contingent at Troy()
8194301,undefined,the Lapiths (mythical tribe that fought the Centaurs at the wedding of Peirithous)
8190269,undefined,the Halizones contingent at Troy()
8190268,undefined,the Paphlagonia contingent at Troy()
8188242,male,Ennomos (son of Arsinoos)
8188243,male,Entelides (son of Heracles)
8188240,male,"Endymion (son of Aethlios, beloved of Selene)"
8188241,male,Enipeus (river god)
8188246,male,Epaphos (son of Zeus and Io)
8188247,male,Epeios (builder of the Trojan horse)
8188244,female,Eone (daughter of Thespios)
8188245,female,Eos Aurora (personification of the dawn)
8189331,male,Polypoites (suitor of Penelope)
8189330,male,Polypoites (son of Phthia and Apollo)
8188248,male,Ephialtes (giant)
8188249,male,Ephialtes (one of the Aloadai)
8189335,female,"Polyxo (nymph, mother of some Danaids)"
8189334,male,Polyxenos (king of Elis)
8189337,female,Pontomedousa (Nereid)
8189336,female,Polyxo (wife of Nycteus)
8188084,male,Cratos (personification of power)
8188085,male,Creios (Titan)
8188086,male,Creon (king of Thebes)
8188087,male,Creon (king of Corinth)
8188080,male,Cranaos (early king of Attica)
8188081,female,Cranto (Nereid)
8188082,female,Crataiis (mother of Scylla)
8188083,male,Cratieus (father of Anaxibia)
8188088,male,Creon (son of Heracles)
8188089,male,Creontiades (son of Heracles and Megara)
9055609,undefined,humans()
8194558,male,[son of Tantalos and Clytaimnestra]()
8189205,female,Kore (alternate name for Persephone)
8189204,female,Persephone Proserpina (daughter of Demeter)
8189207,male,Perses (son of Creios and Eurybia)
8189206,male,Perses (brother of Aietes)
8189201,female,"Pero (daughter of Neleus, wife of Bias)"
